'000001'	上证指数	周线
日期	开盘	最高	最低	收盘	成交量	成交额	涨数	跌数
2002/05/31	1555.04	1569.41	1506.54	1515.73	27531998.00	22012459008	161	494
2002/06/07	1510.24	1540.81	1455.30	1529.50	39603000.00	31125323776	500	172
2002/06/14	1529.33	1534.37	1493.24	1494.24	34256296.00	20044849152	48	658
2002/06/21	1489.13	1564.92	1481.24	1562.72	40930000.00	26455216128	706	6
2002/06/28	1704.68	1748.89	1647.49	1732.75	234088192.00	158454415360	210	441
2002/07/05	1736.29	1740.38	1698.83	1722.18	82753200.00	64045199360	524	171
2002/07/12	1723.56	1741.91	1689.22	1698.29	59913800.00	51166076928	394	293
2002/07/19	1696.80	1714.09	1680.18	1713.86	42637600.00	36787957760	532	155
2002/07/26	1712.01	1712.31	1656.81	1657.49	36227000.00	30308685824	230	444
2002/08/02	1654.92	1672.12	1639.22	1661.87	31286200.00	25032337408	511	174
2002/08/09	1661.40	1679.81	1642.77	1647.04	27297800.00	23042684928	95	612
2002/08/16	1642.47	1652.98	1624.04	1646.79	25273700.00	19221843968	612	92
2002/08/23	1645.93	1696.27	1641.40	1683.20	41431796.00	32614244352	183	510
2002/08/30	1682.13	1683.50	1664.81	1666.61	31304428.00	27614955520	318	356
2002/09/06	1666.34	1680.27	1629.92	1631.38	31154200.00	23496542208	130	570
2002/09/13	1628.45	1631.66	1605.97	1625.75	27186200.00	19212388352	306	387
2002/09/20	1624.13	1624.13	1585.06	1604.91	28356800.00	22089129984	89	637
2002/09/27	1602.27	1604.29	1577.53	1581.61	24247800.00	18554511360	180	522
2002/10/11	1577.05	1577.05	1521.91	1524.05	38046700.00	18466226176	174	522
2002/10/18	1522.87	1548.52	1500.54	1519.53	27846700.00	18033190912	445	254
2002/10/25	1519.20	1553.86	1512.31	1520.31	28102800.00	21323182080	96	634
2002/11/01	1518.08	1521.87	1488.67	1510.76	35265000.00	17988268032	330	360
2002/11/08	1516.22	1573.10	1515.06	1522.18	51205400.00	34114289664	23	733
2002/11/15	1519.60	1526.13	1451.39	1463.68	37225200.00	25622466560	486	220
2002/11/22	1463.72	1468.31	1375.53	1395.49	34067100.00	23110348800	504	211
2002/11/29	1393.34	1450.18	1353.13	1434.18	52037800.00	31399815168	703	42
2002/12/06	1432.02	1432.89	1388.51	1405.52	34348996.00	23671693312	352	348
2002/12/13	1404.51	1410.79	1367.31	1396.89	28786700.00	19185784832	701	52
2002/12/20	1397.72	1431.36	1392.88	1427.93	34393800.00	24857305088	700	48
2002/12/27	1429.95	1439.85	1367.85	1382.97	42197300.00	27505350656	320	369
2003/01/03	1379.73	1379.75	1312.79	1319.86	28761172.00	17768318976	437	283
2003/01/10	1319.68	1411.37	1311.68	1384.85	58709300.00	35739516928	88	667
2003/01/17	1381.87	1492.72	1378.64	1478.67	132785200.00	79132008448	171	581
2003/01/24	1475.71	1489.55	1446.34	1479.06	78421144.00	45019504640	714	50
2003/01/29	1481.60	1508.58	1480.96	1499.81	37849400.00	24725995520	710	52
2003/02/14	1499.16	1519.29	1476.87	1510.95	46948800.00	33340555264	493	216
2003/02/21	1510.64	1517.76	1476.41	1478.87	52569600.00	34799955968	27	749
2003/02/28	1476.06	1524.75	1474.47	1511.93	48122900.00	33046337536	271	442
2003/03/07	1511.58	1529.75	1489.38	1493.09	45895144.00	34726674432	177	564
2003/03/14	1492.20	1496.16	1458.50	1466.04	33334456.00	24337747968	400	313
2003/03/21	1465.14	1478.99	1452.59	1474.65	37187208.00	26464542720	677	79
2003/03/28	1474.59	1508.26	1447.01	1491.93	48983568.00	36312268800	184	564
2003/04/04	1491.39	1525.76	1490.98	1521.12	57874684.00	43073310720	471	277
2003/04/11	1521.89	1581.68	1510.34	1576.86	144095520.00	86610788352	570	196
2003/04/18	1581.38	1649.60	1581.20	1603.06	189261488.00	132699717632	343	418
2003/04/25	1598.50	1598.58	1481.06	1487.14	95077224.00	65377431552	150	607
2003/04/30	1483.46	1539.56	1473.26	1521.43	68103832.00	50435608576	422	340
2003/05/16	1522.98	1560.72	1477.25	1554.45	108008680.00	76147277824	293	434
2003/05/23	1557.29	1571.68	1522.18	1560.95	72021440.00	51473489920	567	190
2003/05/30	1563.20	1581.61	1543.34	1576.26	85901512.00	64157048832	561	190
2003/06/06	1577.98	1582.41	1538.09	1538.92	68602176.00	49963106304	131	635
2003/06/13	1536.27	1572.41	1527.83	1566.76	55948016.00	37163159552	499	224
2003/06/20	1568.18	1569.54	1528.30	1529.47	56140084.00	33180801024	179	546
2003/06/27	1524.56	1524.90	1486.08	1497.05	48629552.00	30658592768	91	651
2003/07/04	1493.68	1510.17	1477.87	1502.34	42383320.00	27137245184	285	479
2003/07/11	1500.85	1535.97	1490.96	1528.85	45895080.00	34292346880	264	491
2003/07/18	1528.39	1540.18	1506.48	1507.16	54050432.00	38163464192	61	738
2003/07/25	1501.39	1510.30	1471.28	1477.65	53065132.00	35931885568	128	658
2003/08/01	1474.73	1483.06	1464.86	1476.96	33928520.00	23593730048	341	425
2003/08/08	1476.81	1497.10	1468.43	1471.27	34744232.00	25456943104	110	681
2003/08/15	1469.26	1484.58	1447.11	1450.20	30280744.00	22362509312	259	496
2003/08/22	1449.66	1453.43	1432.75	1438.88	29196696.00	20500811776	370	377
2003/08/29	1434.21	1434.21	1406.68	1421.98	28660524.00	20763424768	448	323
2003/09/05	1423.35	1456.55	1420.12	1431.53	43894520.00	35134226432	126	673
2003/09/12	1429.46	1429.71	1407.95	1409.16	35129640.00	25493024768	76	720
2003/09/19	1407.80	1416.06	1383.40	1391.37	34873940.00	24015675392	435	323
2003/09/26	1392.89	1396.93	1367.74	1370.84	28963642.00	20564209664	223	545
2003/09/30	1369.43	1371.06	1348.22	1367.16	12386257.00	8268649984	597	182
2003/10/10	1366.20	1406.00	1359.49	1404.00	24484172.00	15287539712	787	31
2003/10/17	1405.31	1411.88	1362.41	1370.58	35956556.00	23782060032	402	342
2003/10/24	1369.71	1407.39	1350.20	1381.83	49767012.00	32269895680	261	530
2003/10/31	1381.83	1383.59	1334.78	1348.30	54245472.00	34541826048	582	204
2003/11/07	1346.48	1412.91	1323.11	1335.20	91864032.00	51994722304	211	607
2003/11/14	1330.95	1350.38	1307.39	1331.05	46655172.00	28052348928	657	142
2003/11/21	1330.48	1394.56	1312.56	1361.55	75438048.00	46553120768	132	688
2003/11/28	1360.31	1423.58	1360.23	1397.22	95660224.00	59976568832	532	253
2003/12/05	1398.70	1462.06	1398.70	1451.11	102099416.00	64720601088	409	383
2003/12/12	1452.11	1475.37	1429.06	1470.79	87146824.00	55850483712	334	459
2003/12/19	1471.24	1480.43	1429.71	1446.28	92526024.00	59149512704	197	616
2003/12/26	1444.17	1525.29	1441.58	1514.77	127342256.00	80004259840	488	308
2004/01/02	1509.28	1526.24	1491.24	1517.18	77787952.00	45676253184	541	265
2004/01/09	1516.79	1618.76	1516.68	1581.46	171943024.00	115756843008	278	546
2004/01/16	1579.87	1627.48	1573.77	1600.42	119625968.00	85502132224	595	210
2004/01/30	1605.24	1634.41	1589.40	1590.72	46410928.00	33979797504	234	592
2004/02/06	1630.65	1705.90	1585.95	1679.18	177652768.00	127959425024	175	656
2004/02/13	1679.58	1715.46	1653.24	1658.53	141581056.00	104866856960	236	582
2004/02/20	1661.45	1728.02	1661.43	1721.75	144025216.00	114387329024	466	354
2004/02/27	1725.59	1730.27	1628.84	1675.06	132560456.00	100791697408	762	75
2004/03/05	1676.22	1694.81	1642.62	1662.09	101348256.00	78399299584	276	541
2004/03/12	1660.64	1699.24	1634.71	1694.74	99552368.00	67981475840	293	524
2004/03/19	1696.93	1755.10	1696.81	1747.87	119229920.00	89870778368	776	62
2004/03/26	1749.70	1760.06	1720.87	1734.04	97548064.00	74764197888	392	420
2004/04/02	1734.59	1771.67	1711.66	1768.64	93186048.00	75831214080	589	214
2004/04/09	1771.73	1783.00	1721.59	1727.34	127786560.00	105730162688	81	764
2004/04/16	1717.20	1734.91	1656.30	1693.86	97997768.00	77310795776	459	359
2004/04/23	1695.33	1698.68	1632.55	1635.50	71142184.00	55111962624	99	733
2004/04/30	1633.26	1644.50	1572.23	1595.58	64802200.00	49818599424	539	270
2004/05/14	1600.62	1606.06	1545.63	1562.68	46983968.00	35762139136	82	762
2004/05/21	1556.67	1575.37	1526.23	1558.33	55403868.00	39272071168	515	286
2004/05/28	1559.55	1562.33	1508.64	1548.72	50574868.00	34459066368	223	564
2004/06/04	1549.03	1580.56	1534.99	1542.08	60533144.00	45686915072	401	425
2004/06/11	1538.46	1538.49	1456.31	1472.06	55522032.00	39105376256	504	299
2004/06/18	1471.43	1491.68	1411.03	1427.30	54176860.00	36789198848	258	556
2004/06/25	1421.81	1456.13	1399.39	1401.11	47436700.00	34668580864	67	783
2004/07/02	1396.36	1447.61	1376.21	1441.18	53326316.00	34685870080	318	511
2004/07/09	1440.17	1466.78	1426.93	1430.65	43666368.00	28578932736	195	662
2004/07/16	1426.25	1458.38	1378.91	1456.13	62502764.00	39690149888	890	11
2004/07/23	1456.77	1465.84	1387.26	1407.39	59817624.00	39372103680	561	290
2004/07/30	1401.84	1409.11	1366.50	1386.20	49195508.00	30294851584	105	777
2004/08/06	1381.87	1424.55	1363.68	1390.46	53051772.00	33703354368	326	522
2004/08/13	1388.08	1404.72	1357.06	1368.45	40682960.00	24872062976	464	373
2004/08/20	1366.51	1371.23	1327.76	1341.73	41130512.00	24499130368	505	362
2004/08/27	1339.93	1347.15	1314.60	1320.61	37026808.00	20697655296	187	685
2004/09/03	1318.31	1360.75	1303.18	1327.11	43054556.00	22791892992	368	485
2004/09/10	1326.45	1326.87	1270.93	1287.08	36174136.00	18200592384	467	377
2004/09/17	1285.31	1415.64	1259.43	1414.70	108528056.00	60132777984	922	3
2004/09/24	1423.97	1496.21	1408.61	1435.56	182803744.00	111547875328	90	818
2004/09/30	1452.50	1466.40	1390.68	1396.70	63843304.00	39070986240	108	800
2004/10/08	1395.66	1423.20	1373.92	1422.92	14713404.00	9385252864	867	54
2004/10/15	1424.22	1437.56	1312.55	1330.51	89920832.00	58418499584	316	553
2004/10/22	1332.52	1361.81	1294.04	1329.35	72666304.00	45146906624	592	300
2004/10/29	1337.25	1356.63	1289.87	1320.53	97368400.00	59196096512	138	770
2004/11/05	1317.65	1338.26	1290.98	1305.12	63215052.00	37352415232	458	406
2004/11/12	1303.52	1379.86	1292.90	1352.21	84730944.00	49064591360	467	397
2004/11/19	1354.47	1380.06	1350.52	1379.96	69906640.00	41124745216	658	225
2004/11/26	1381.56	1387.34	1348.40	1356.72	80154872.00	43957231616	709	178
2004/12/03	1354.56	1354.56	1324.55	1337.18	59831416.00	33268316160	688	200
2004/12/10	1337.80	1352.45	1316.64	1317.71	58666240.00	31832483840	57	858
2004/12/17	1312.60	1317.81	1288.23	1290.49	49275516.00	25316171776	183	688
2004/12/24	1286.06	1308.58	1271.03	1285.03	47164392.00	24907909120	509	347
2004/12/31	1285.41	1292.31	1264.15	1266.49	44434488.00	22968377344	188	708
2005/01/07	1260.78	1260.78	1234.23	1244.74	35540200.00	18756454400	596	284
2005/01/14	1243.56	1268.85	1236.08	1245.62	42452120.00	22562600960	154	748
2005/01/21	1235.56	1237.90	1189.21	1234.47	59378216.00	29792899072	780	139
2005/01/28	1258.02	1265.93	1208.85	1213.67	59207236.00	30732599296	139	762
2005/02/04	1210.75	1274.11	1187.26	1269.00	79174320.00	40534843392	838	79
2005/02/18	1276.01	1291.46	1258.56	1258.96	38423240.00	19868727296	710	179
2005/02/25	1259.52	1328.53	1259.50	1312.43	129589048.00	58738761728	450	436
2005/03/04	1311.43	1316.72	1276.88	1287.71	85334752.00	42225528832	210	691
2005/03/11	1288.40	1326.06	1278.15	1289.93	96754528.00	49243906048	536	342
2005/03/18	1288.98	1304.11	1223.61	1227.40	88715592.00	45132492800	134	781
2005/03/25	1226.14	1232.81	1187.58	1205.63	70965800.00	33591476224	321	554
2005/04/01	1204.85	1237.80	1162.03	1223.56	80123968.00	32419651584	926	10
2005/04/08	1212.11	1249.20	1183.90	1248.52	101775232.00	48525811712	821	73
2005/04/15	1248.15	1254.31	1213.20	1216.96	98953832.00	46112882688	157	762
2005/04/22	1212.39	1212.39	1163.40	1169.18	73057672.00	32680536064	293	587
2005/04/29	1166.34	1172.71	1135.73	1159.14	88490208.00	37616640000	189	689
2005/05/13	1160.62	1165.39	1093.28	1107.62	77064192.00	31027202048	660	220
2005/05/20	1105.39	1108.84	1082.13	1099.26	61775196.00	25114193920	251	605
2005/05/27	1095.30	1095.30	1050.05	1051.93	62382008.00	23217729536	277	558
2005/06/03	1049.72	1070.50	1000.52	1013.63	64741232.00	23080876032	402	451
2005/06/10	1010.38	1146.41	998.22	1108.28	175217504.00	64713629696	123	790
2005/06/17	1105.96	1119.67	1064.02	1085.61	100787088.00	40490868736	322	548
2005/06/24	1087.84	1115.86	1073.41	1101.88	90787792.00	33943914496	517	273
2005/07/01	1108.46	1129.95	1053.63	1055.59	94580848.00	35929067520	60	840
2005/07/08	1050.24	1050.24	1015.39	1017.98	59884576.00	22513856512	79	833
2005/07/15	1026.79	1049.88	1004.08	1026.11	84171960.00	29360119808	130	779
2005/07/22	1023.38	1054.63	1004.65	1046.31	85492336.00	28511756288	864	47
2005/07/29	1045.26	1097.63	1040.59	1083.03	130914888.00	45132410880	309	556
2005/08/05	1082.79	1129.06	1081.11	1128.74	144316288.00	46915928064	882	21
2005/08/12	1131.80	1192.04	1130.58	1167.91	193795760.00	74321092608	251	647
2005/08/19	1167.03	1201.75	1132.86	1150.18	218196848.00	81245945856	348	542
2005/08/26	1148.97	1174.53	1139.23	1171.86	140813328.00	51031822336	483	403
2005/09/02	1171.99	1188.91	1140.09	1188.84	140542080.00	55706738688	590	287
2005/09/09	1189.06	1204.45	1168.58	1189.62	155921376.00	64904957952	216	666
2005/09/16	1189.74	1218.93	1181.43	1212.93	134720512.00	57800126464	345	482
2005/09/23	1213.48	1223.56	1147.18	1151.98	150912064.00	62789488640	199	656
2005/09/30	1150.93	1158.68	1129.05	1155.61	86766088.00	37817847808	312	529
2005/10/14	1153.67	1165.66	1133.89	1139.54	91846408.00	37537132544	200	641
2005/10/21	1138.37	1150.59	1119.37	1141.31	98646864.00	42927599616	555	255
2005/10/28	1141.33	1143.45	1067.40	1080.86	97945984.00	40976011264	123	726
2005/11/04	1079.04	1111.43	1074.29	1100.04	95083664.00	34461499392	624	201
2005/11/11	1099.52	1117.06	1078.58	1090.18	102303800.00	32182745088	565	245
2005/11/18	1089.55	1122.61	1075.43	1116.99	82949688.00	29506015232	861	16
2005/11/25	1117.77	1122.87	1093.95	1114.91	88230736.00	30738612224	388	398
2005/12/02	1113.81	1119.34	1089.56	1094.28	71886624.00	23602094080	150	692
2005/12/09	1093.10	1114.58	1074.00	1113.47	83357536.00	25032318976	785	68
2005/12/16	1115.75	1134.85	1106.74	1127.50	83665776.00	31094423552	622	153
2005/12/23	1127.83	1144.93	1123.50	1144.87	78057704.00	27797194752	722	75
2005/12/30	1145.77	1173.06	1145.33	1161.05	107742000.00	43137814528	150	653
2006/01/06	1163.87	1215.53	1161.90	1209.42	106185648.00	43868094464	655	158
2006/01/13	1210.31	1231.22	1203.65	1221.45	159976928.00	68894253056	387	417
2006/01/20	1221.11	1258.68	1198.83	1255.30	156736720.00	65488158720	346	478
2006/01/25	1254.77	1262.08	1244.27	1258.04	95592152.00	43575603200	307	497
2006/02/10	1263.00	1297.40	1263.00	1282.65	188221776.00	78279319552	642	164
2006/02/17	1283.77	1300.99	1265.14	1267.40	149649424.00	67215925248	235	587
2006/02/24	1268.10	1297.93	1256.80	1296.86	145325152.00	59001966592	595	203
2006/03/03	1297.68	1308.18	1275.62	1293.29	143859280.00	63816536064	347	420
2006/03/10	1292.74	1296.84	1238.15	1245.65	103280848.00	44245401600	465	288
2006/03/17	1245.30	1277.18	1245.30	1269.46	94635600.00	41875259392	277	511
2006/03/24	1269.58	1308.05	1264.41	1294.70	130971280.00	57940295680	178	613
2006/03/31	1296.06	1313.12	1283.68	1298.29	154884352.00	66890055680	445	296
2006/04/07	1298.68	1348.52	1298.68	1342.96	209228848.00	100243111936	523	245
2006/04/14	1344.23	1366.52	1328.43	1359.53	232892976.00	100084948992	762	40
2006/04/21	1360.64	1419.89	1353.39	1416.79	229982368.00	108444663808	503	259
2006/04/28	1423.40	1444.71	1386.12	1440.22	242224448.00	127102738432	445	300
2006/05/12	1446.99	1603.21	1446.99	1602.83	351952800.00	185947226112	721	58
2006/05/19	1616.25	1678.59	1582.96	1659.54	421675488.00	225845215232	691	91
2006/05/26	1656.75	1674.22	1562.38	1613.89	316576960.00	162823634944	691	60
2006/06/02	1622.10	1695.58	1609.00	1669.39	326731264.00	177776132096	405	388
2006/06/09	1669.23	1692.81	1540.93	1551.38	330417248.00	161848950784	143	682
2006/06/16	1540.21	1574.47	1512.52	1574.46	171792320.00	88615960576	769	41
2006/06/23	1559.98	1617.71	1544.93	1605.71	191994384.00	102962569216	617	176
2006/06/30	1607.78	1690.95	1607.78	1672.21	226227520.00	121668026368	276	483
2006/07/07	1677.31	1757.47	1670.01	1730.18	278863584.00	153033261056	347	462
2006/07/14	1730.68	1753.27	1633.89	1665.20	256662976.00	142885961728	543	251
2006/07/21	1662.04	1684.67	1636.25	1665.31	166576832.00	92135620608	541	258
2006/07/28	1648.74	1701.61	1632.68	1662.03	173353440.00	93927424000	229	603
2006/08/04	1659.53	1659.53	1567.25	1570.15	149967888.00	78818467840	71	786
2006/08/11	1561.80	1610.76	1541.41	1605.92	129418736.00	62722306048	457	347
2006/08/18	1605.20	1616.45	1564.39	1598.01	129319240.00	63936729088	246	526
2006/08/25	1565.45	1630.04	1558.10	1623.03	138195328.00	71506542592	381	400
2006/09/01	1627.12	1667.53	1624.28	1636.68	205994208.00	104739594240	113	698
2006/09/08	1635.33	1683.89	1635.12	1667.98	174889680.00	89453289472	403	359
2006/09/15	1668.16	1722.66	1653.01	1721.04	207376288.00	102036488192	683	121
2006/09/22	1727.91	1746.61	1719.16	1725.36	226241984.00	114733613056	234	584
2006/09/29	1722.74	1755.68	1704.77	1752.42	189686848.00	101250129920	610	175
2006/10/13	1768.14	1793.14	1763.11	1784.65	255465776.00	138377330688	477	303
2006/10/20	1787.70	1801.33	1758.31	1790.36	218832800.00	113209974784	208	586
2006/10/27	1789.64	1842.73	1753.49	1807.17	280490240.00	133026529280	171	666
2006/11/03	1804.36	1873.66	1788.28	1866.36	275314272.00	130082209792	479	312
2006/11/10	1853.18	1920.18	1846.01	1883.34	277483456.00	141838303232	89	763
2006/11/17	1878.70	1976.04	1841.81	1971.79	278548128.00	140721520640	641	167
2006/11/24	1977.52	2071.23	1977.52	2050.81	328643072.00	176088023040	619	194
2006/12/01	2042.18	2112.57	1992.53	2102.04	358432256.00	196278206464	386	429
2006/12/08	2103.81	2206.51	2090.39	2093.62	508862976.00	277604728832	77	755
2006/12/15	2085.05	2275.49	2084.26	2273.89	345170208.00	193303740416	534	239
2006/12/22	2277.28	2386.82	2277.28	2343.65	445469728.00	257349124096	284	511
2006/12/29	2350.12	2698.89	2350.12	2675.47	431758304.00	247380213760	637	151
2007/01/05	2728.17	2847.61	2617.01	2641.33	251980320.00	154074234880	680	136
2007/01/12	2621.06	2841.74	2620.62	2668.11	601166016.00	394859282432	184	652
2007/01/19	2660.07	2870.41	2658.87	2832.20	609399936.00	420820713472	791	48
2007/01/26	2857.88	2994.28	2720.82	2882.55	677055680.00	487165788160	382	445
2007/02/02	2897.25	2980.51	2666.86	2673.21	562390016.00	397746733056	207	635
2007/02/09	2658.07	2751.15	2541.52	2730.37	452965152.00	333190791168	403	436
2007/02/16	2729.83	3036.34	2728.78	2998.47	518761472.00	380975644672	519	334
2007/03/02	2999.08	3049.77	2732.87	2831.52	658908864.00	497233952768	655	184
2007/03/09	2827.66	2962.41	2723.06	2937.90	501462880.00	386306801664	360	489
2007/03/16	2945.91	2979.70	2868.80	2930.48	582026112.00	459242864640	218	637
2007/03/23	2864.25	3099.81	2852.85	3074.28	577676928.00	483010281472	523	319
2007/03/30	3083.92	3273.72	3052.07	3183.98	690046720.00	598362423296	608	226
2007/04/06	3196.58	3334.22	3196.58	3323.58	615100288.00	550192545792	575	261
2007/04/13	3333.41	3563.85	3333.26	3518.26	765659712.00	763942010880	334	516
2007/04/20	3523.21	3623.86	3358.92	3584.20	794971072.00	832956989440	841	7
2007/04/27	3615.78	3802.91	3615.78	3759.86	777689024.00	867525001216	337	503
2007/04/30	3784.27	3851.35	3759.48	3841.27	161432000.00	185962004480	504	317
2007/05/11	3937.92	4072.12	3875.37	4021.66	724213696.00	851516981248	349	470
2007/05/18	3970.65	4081.41	3845.22	4030.25	745264768.00	924464054272	389	406
2007/05/25	3902.34	4208.37	3892.97	4179.77	906671296.00	1134636040192	539	268
2007/06/01	4221.56	4335.96	3858.04	4000.74	950673408.00	1245906993152	107	748
2007/06/08	3981.81	3987.26	3404.13	3913.12	758305088.00	857559007232	599	239
2007/06/15	3942.00	4193.43	3910.00	4132.85	777811264.00	942623031296	334	512
2007/06/22	4195.39	4311.99	4024.48	4091.43	721705600.00	882745016320	95	766
2007/06/29	4102.77	4131.12	3779.81	3820.70	533222272.00	621611974656	114	709
2007/07/06	3800.23	3916.47	3563.54	3781.35	388122528.00	413417340928	844	26
2007/07/13	3809.66	3935.51	3782.73	3914.39	344533888.00	382111842304	312	548
2007/07/20	3920.64	4062.12	3767.22	4058.85	315222272.00	367114125312	861	8
2007/07/27	4091.24	4371.50	4091.24	4345.35	563514240.00	691980009472	612	245
2007/08/03	4348.60	4562.68	4284.87	4560.77	600559552.00	789587034112	543	301
2007/08/10	4600.10	4769.62	4564.31	4749.37	579804544.00	792079040512	197	646
2007/08/17	4768.60	4916.31	4646.43	4656.56	509297312.00	683151982592	293	545
2007/08/24	4773.83	5125.35	4758.39	5107.66	551513344.00	782056030208	418	413
2007/08/31	5144.81	5235.16	5058.43	5218.83	565755072.00	816808984576	535	297
2007/09/07	5257.77	5412.31	5223.66	5277.18	607108032.00	877950992384	175	663
2007/09/14	5208.31	5395.04	5025.33	5312.18	518358816.00	765001990144	559	276
2007/09/21	5309.06	5489.06	5307.77	5454.66	502150144.00	779089084416	710	119
2007/09/28	5469.83	5560.41	5306.81	5552.29	402616128.00	624054697984	774	54
2007/10/12	5683.31	5959.35	5620.00	5903.25	517463552.00	881107992576	181	671
2007/10/19	5934.77	6124.04	5766.85	5818.04	428827456.00	724338016256	321	511
2007/10/26	5742.79	5906.70	5462.00	5589.62	326642400.00	512582287360	405	428
2007/11/02	5641.98	6005.12	5617.98	5777.79	330053600.00	509011722240	208	626
2007/11/09	5748.16	5787.22	5217.62	5315.54	277528768.00	479317950464	334	492
2007/11/16	5181.16	5453.74	5032.56	5316.27	262307552.00	401127276544	400	407
2007/11/23	5325.29	5344.93	4896.99	5032.12	219163136.00	323512303616	699	130
2007/11/30	5102.52	5124.89	4778.73	4871.77	213455424.00	318196219904	197	637
2007/12/07	4838.56	5096.79	4798.00	5091.75	261198672.00	346682785792	756	79
2007/12/14	5010.83	5209.70	4860.16	5007.91	354331424.00	513593311232	744	90
2007/12/21	5007.29	5112.39	4812.16	5101.77	309021440.00	444109717504	714	105
2007/12/28	5132.91	5336.50	5104.64	5261.56	427636512.00	668829024256	302	528
2008/01/04	5265.00	5372.46	5201.89	5361.56	270818432.00	449003028480	387	454
2008/01/11	5357.45	5500.06	5332.60	5484.68	481900576.00	816289021952	454	402
2008/01/18	5507.58	5522.77	5039.79	5180.50	443119488.00	748844023808	522	320
2008/01/25	5188.79	5200.93	4510.50	4761.68	455257472.00	704185958400	413	428
2008/02/01	4720.56	4720.56	4195.75	4320.77	299716384.00	453581537280	90	770
2008/02/05	4415.02	4672.21	4415.02	4599.70	127035928.00	202602151936	408	450
2008/02/15	4525.02	4576.98	4431.46	4497.12	121831232.00	186047594496	247	609
2008/02/22	4546.75	4695.79	4333.02	4370.27	329542528.00	520799617024	173	679
2008/02/29	4370.18	4391.33	4123.31	4348.54	276439936.00	416930856960	672	165
2008/03/07	4323.70	4472.14	4210.96	4300.52	397467456.00	600176525312	144	714
2008/03/14	4265.60	4272.98	3891.70	3962.66	299353280.00	426270588928	343	507
2008/03/21	3941.26	3941.26	3516.33	3796.57	339138240.00	444080619520	618	215
2008/03/28	3830.34	3840.47	3357.22	3580.13	308227008.00	404105854976	765	75
2008/04/03	3465.89	3555.82	3271.29	3446.24	258816848.00	292762746880	697	157
2008/04/11	3418.51	3656.96	3344.87	3492.88	335641472.00	377197461504	688	158
2008/04/18	3419.04	3427.87	3078.16	3094.65	268044240.00	296277704704	52	785
2008/04/25	3305.14	3658.55	2990.78	3557.74	535408128.00	598800203776	465	349
2008/04/30	3497.37	3705.09	3453.27	3693.10	294121664.00	365049282560	832	20
2008/05/09	3739.79	3786.02	3523.02	3613.49	512506720.00	667167031296	354	489
2008/05/16	3548.61	3706.72	3508.32	3624.23	448303296.00	563811581952	209	603
2008/05/23	3615.59	3632.00	3355.08	3473.09	349048896.00	423179681792	271	580
2008/05/30	3442.29	3486.33	3333.95	3433.35	271798752.00	323367829504	482	338
2008/06/06	3426.18	3483.61	3312.72	3329.66	248106128.00	286624448512	335	507
2008/06/13	3202.11	3215.50	2865.50	2868.80	217349040.00	216920670208	65	794
2008/06/20	2876.29	2945.41	2695.62	2831.73	323513216.00	294934577152	614	227
2008/06/27	2780.13	2931.30	2723.14	2748.42	322806880.00	290259042304	35	805
2008/07/04	2724.39	2766.80	2566.52	2669.88	274850624.00	263187595264	372	486
2008/07/11	2673.55	2952.03	2673.55	2856.62	457544928.00	444643606528	289	580
2008/07/18	2837.49	2896.32	2656.61	2778.36	332342592.00	305557012480	803	79
2008/07/25	2759.87	2912.70	2745.63	2865.10	363021696.00	340864401408	232	641
2008/08/01	2883.76	2924.43	2721.95	2801.81	290926336.00	266989830144	713	168
2008/08/08	2782.98	2793.25	2595.90	2605.71	233448096.00	206237073408	20	872
2008/08/15	2595.88	2601.50	2370.73	2450.61	215822048.00	162821701632	377	454
2008/08/22	2451.77	2523.46	2284.58	2405.22	310581024.00	210866487296	211	652
2008/08/29	2408.09	2443.99	2310.45	2397.36	221345472.00	156665200640	869	24
2008/09/05	2380.46	2380.46	2199.36	2202.43	209062080.00	140904923136	47	840
2008/09/12	2210.34	2220.54	2064.29	2079.66	201486784.00	127895658496	430	406
2008/09/19	2049.81	2075.09	1802.33	2075.09	254586688.00	150818832384	887	0
2008/09/26	2241.72	2333.27	2116.96	2293.78	565721536.00	390461718528	416	431
2008/10/10	2267.38	2267.38	1963.18	2000.56	312445984.00	209640423424	37	846
2008/10/17	1978.56	2146.73	1901.50	1930.65	303071552.00	186202669056	651	201
2008/10/24	1924.18	1996.65	1825.52	1839.62	275915456.00	167842643968	183	679
2008/10/31	1809.22	1809.22	1664.92	1728.78	306707712.00	167946043392	200	668
2008/11/07	1713.76	1788.25	1678.95	1747.71	261435072.00	140228313088	749	122
2008/11/14	1782.30	1987.26	1782.30	1986.43	571055936.00	320622034944	881	4
2008/11/21	1981.26	2050.87	1883.83	1969.38	759244032.00	445692870656	240	621
2008/11/28	1961.20	2022.48	1856.29	1871.16	474801376.00	277279670272	249	608
2008/12/05	1865.74	2055.20	1838.10	2018.65	685259776.00	412622585856	780	87
2008/12/12	2049.15	2100.80	1932.27	1954.22	752559552.00	474754154496	75	801
2008/12/19	1977.03	2038.66	1907.81	2018.46	506483456.00	314322780160	517	308
2008/12/26	2016.45	2016.45	1832.35	1851.52	421273824.00	252780789760	299	536
2008/12/31	1846.30	1862.93	1814.75	1820.81	185818912.00	108474425344	182	669
2009/01/09	1849.02	1948.23	1844.09	1904.86	457301376.00	284252766208	825	52
