'399001'	深证成指	日线
日期	开盘	最高	最低	收盘	成交量	成交额	涨数	跌数
1991/04/03	988.05	988.05	988.05	988.05	1.00	10000	0	0
1991/04/04	983.11	983.11	983.11	983.11	523.00	761000	0	0
1991/04/05	978.27	978.27	978.27	978.27	107.00	150000	0	0
1991/04/06	973.42	973.42	973.42	973.42	102.00	159000	0	0
1991/04/08	968.57	968.57	968.57	968.57	57.00	84000	0	0
1991/04/09	963.73	963.73	963.73	963.73	19.00	39000	0	0
1991/04/10	958.88	958.88	958.88	958.88	45.00	110000	0	0
1991/04/11	954.03	954.03	954.03	954.03	45.00	59000	0	0
1991/04/12	949.31	949.31	949.31	949.31	68.00	113000	0	0
1991/04/13	944.58	944.58	944.58	944.58	30.00	56000	0	0
1991/04/15	939.98	939.98	939.98	939.98	50.00	64000	0	0
1991/04/16	935.38	935.38	935.38	935.38	22.00	34000	0	0
1991/04/17	930.78	930.78	930.78	930.78	21.00	30000	0	0
1991/04/18	926.18	926.18	926.18	926.18	14.00	32000	0	0
1991/04/19	921.58	921.58	921.58	921.58	17.00	27000	0	0
1991/04/20	916.98	916.98	916.98	916.98	5.00	23000	0	0
1991/04/22	912.38	912.38	912.38	912.38	1.00	1000	0	0
1991/04/23	907.78	907.78	907.78	907.78	48.00	150000	0	0
1991/04/24	903.31	903.31	903.31	903.31	46.00	109000	0	0
1991/04/25	898.84	898.84	898.84	898.84	50.00	110000	0	0
1991/04/26	894.36	894.36	894.36	894.36	53.00	92000	0	0
1991/04/27	889.89	889.89	889.89	889.89	20.00	26000	0	0
1991/04/29	885.43	885.43	885.43	885.43	49.00	72000	0	0
1991/04/30	880.98	880.98	880.98	880.98	142.00	182000	0	0
1991/05/02	876.57	876.57	876.57	876.57	72.00	92000	0	0
1991/05/03	872.16	872.16	872.16	872.16	78.00	103000	0	0
1991/05/04	867.75	867.75	867.75	867.75	162.00	202000	0	0
1991/05/06	863.35	863.35	863.35	863.35	124.00	181000	0	0
1991/05/07	859.06	859.06	859.06	859.06	102.00	127000	0	0
1991/05/08	854.78	854.78	854.78	854.78	309.00	697000	0	0
1991/05/09	850.50	850.50	850.50	850.50	450.00	568000	0	0
1991/05/10	846.22	846.22	846.22	846.22	700.00	897000	0	0
1991/05/11	841.94	841.94	841.94	841.94	686.00	843000	0	0
1991/05/13	837.66	837.66	837.66	837.66	1554.00	1910000	0	0
1991/05/14	834.44	835.01	833.38	835.01	3160.00	3874000	0	0
1991/05/15	832.36	832.54	832.36	832.54	3957.00	5673000	0	0
1991/05/16	830.06	830.06	830.06	830.06	5918.00	8116000	0	0
1991/05/17	827.72	827.72	827.72	827.72	9014.00	11550000	0	0
1991/05/18	825.37	825.37	825.20	825.20	4180.00	5153000	0	0
1991/05/20	822.67	822.67	822.67	822.67	5631.00	6783000	0	0
1991/05/21	820.15	820.15	820.15	820.15	3708.00	4590000	0	0
1991/05/22	817.63	817.63	817.63	817.63	4533.00	5591000	0	0
1991/05/23	814.16	815.22	813.59	813.59	3267.00	4006000	0	0
1991/05/24	809.56	809.56	809.56	809.56	1008.00	1190000	0	0
1991/05/25	805.52	805.52	805.52	805.52	435.00	498000	0	0
1991/05/27	801.48	801.48	801.48	801.48	1320.00	1509000	0	0
1991/05/28	797.98	797.98	797.98	797.98	178.00	216000	0	0
1991/05/29	794.61	794.61	794.61	794.61	136.00	258000	0	0
1991/05/30	791.23	791.23	791.23	791.23	204.00	286000	0	0
1991/05/31	787.85	787.85	787.85	787.85	81.00	96000	0	0
1991/06/01	784.48	784.48	784.48	784.48	260.00	333000	0	0
1991/06/03	781.10	781.10	781.10	781.10	257.00	327000	0	0
1991/06/04	777.72	777.72	777.72	777.72	801.00	958000	0	0
1991/06/05	774.35	774.35	774.35	774.35	1650.00	1993000	0	0
1991/06/06	771.26	771.26	771.26	771.26	24.00	35000	0	0
1991/06/07	768.16	768.16	768.16	768.16	106.00	106000	0	0
1991/06/08	765.36	765.36	757.27	758.74	101.00	108000	0	0
1991/06/10	754.25	754.25	733.65	733.65	165.00	175000	0	0
1991/06/11	733.70	756.51	732.23	756.51	987.00	762000	0	0
1991/06/12	755.26	758.21	751.41	753.06	1905.00	1221000	0	0
1991/06/13	751.07	751.07	745.92	745.92	2389.00	2176000	0	0
1991/06/14	743.20	743.20	734.20	735.67	2362.00	2081000	0	0
1991/06/15	732.78	734.25	726.89	728.36	1057.00	965000	0	0
1991/06/17	716.99	721.18	715.14	721.00	2100.00	1809000	0	0
1991/06/18	717.13	721.94	716.40	721.21	1485.00	1106000	0	0
1991/06/19	717.71	721.37	715.88	717.33	2312.00	1871000	0	0
1991/06/20	714.18	714.18	707.56	710.12	2250.00	1666000	0	0
1991/06/21	706.97	707.35	703.66	704.41	1802.00	1263000	0	0
1991/06/22	700.89	702.72	697.23	698.33	2211.00	1568000	0	0
1991/06/24	694.20	696.76	687.18	689.79	2765.00	1895000	0	0
1991/06/25	685.30	691.55	684.93	690.09	6183.00	3358000	0	0
1991/06/26	686.21	695.28	683.89	693.96	6566.00	3583000	0	0
1991/06/27	690.66	697.46	687.67	694.90	8649.00	4828000	0	0
1991/06/28	691.45	693.37	686.53	691.41	10643.00	4561000	0	0
1991/06/29	689.11	691.31	684.19	690.48	4476.00	2384000	0	0
1991/07/01	685.65	687.48	680.83	684.01	9790.00	5472000	0	0
1991/07/02	680.40	683.34	665.39	670.15	7852.00	2981000	0	0
1991/07/03	666.81	671.95	660.93	669.06	8494.00	4811000	0	0
1991/07/04	665.85	667.54	660.42	661.61	1135.00	3102000	0	0
1991/07/05	659.38	660.66	648.22	652.38	7660.00	3527000	0	0
1991/07/06	647.80	648.08	639.01	643.19	5270.00	1953000	0	0
1991/07/08	640.79	641.41	623.23	628.45	6982.00	3213000	0	0
1991/07/09	620.78	620.78	603.04	611.99	9842.00	2680000	0	0
1991/07/10	609.63	617.19	607.64	614.92	9245.00	3378000	0	0
1991/07/11	612.62	615.00	604.76	608.27	6137.00	2827000	0	0
1991/07/12	605.55	606.19	598.86	603.02	8516.00	3593000	0	0
1991/07/13	600.75	604.11	599.66	602.69	4881.00	1638000	0	0
1991/07/15	600.47	600.75	590.81	594.38	5966.00	2520000	0	0
1991/07/16	591.97	592.96	581.74	584.85	6642.00	2806000	0	0
1991/07/17	580.06	582.33	572.52	576.75	7112.00	2660000	0	0
1991/07/18	574.99	613.83	573.60	608.91	5936.00	2827000	0	0
1991/07/19	609.39	640.22	606.25	616.73	10972.00	6045000	0	0
1991/07/20	611.18	612.15	594.45	602.90	6142.00	3220000	0	0
1991/07/22	603.60	607.84	595.85	601.76	12574.00	4805000	0	0
1991/07/23	598.45	605.82	594.92	601.90	8344.00	2664000	0	0
1991/07/24	598.47	600.09	594.65	598.81	4795.00	2310000	0	0
1991/07/25	596.70	598.01	591.05	594.61	6698.00	3087000	0	0
1991/07/26	591.05	592.59	584.60	586.01	7019.00	3361000	0	0
1991/07/27	583.89	587.43	582.64	585.45	2967.00	1363000	0	0
1991/07/29	583.37	584.99	574.65	579.73	8784.00	3943000	0	0
1991/07/30	577.29	578.40	570.02	577.15	5935.00	2572000	0	0
1991/07/31	572.86	578.74	571.91	578.42	5875.00	2485000	0	0
1991/08/01	574.82	580.59	574.19	579.32	7379.00	3383000	0	0
1991/08/02	576.39	579.74	574.81	577.96	5209.00	2845000	0	0
1991/08/03	577.16	579.87	575.22	579.11	3314.00	1231000	0	0
1991/08/05	578.71	579.80	575.77	578.18	5608.00	2525000	0	0
1991/08/06	575.97	578.91	573.75	576.83	5956.00	2625000	0	0
1991/08/07	575.48	577.42	574.39	576.33	5220.00	2396000	0	0
1991/08/08	575.75	576.07	573.52	574.52	4513.00	2123000	0	0
1991/08/09	574.12	575.21	570.05	572.80	5492.00	2466000	0	0
1991/08/10	570.97	575.12	570.64	575.12	2362.00	1267000	0	0
1991/08/12	573.74	574.51	571.01	572.79	5409.00	2297000	0	0
1991/08/13	571.71	573.02	570.94	571.40	5445.00	2362000	0	0
1991/08/14	570.54	572.62	569.41	570.54	4146.00	1808000	0	0
1991/08/15	570.14	572.09	567.43	568.71	4454.00	2079000	0	0
1991/08/16	568.98	572.19	567.36	570.96	5992.00	2541000	0	0
1991/08/17	437.69	448.86	432.18	447.21	1945.00	1213000	0	0
1991/08/19	450.14	459.35	446.51	458.02	8585.00	7549000	0	0
1991/08/20	456.72	457.78	446.64	449.10	8210.00	5783000	0	0
1991/08/21	448.14	448.86	439.33	445.99	9104.00	7869000	0	0
1991/08/22	443.66	446.20	434.29	437.26	8785.00	3089000	0	0
1991/08/23	434.50	438.28	425.90	435.63	8740.00	8561000	0	0
1991/08/24	442.73	447.77	434.07	444.14	5454.00	6045000	0	0
1991/08/26	443.05	444.70	437.68	441.41	9355.00	6733000	0	0
1991/08/27	439.60	441.30	434.73	437.08	9423.00	5925000	0	0
1991/08/28	437.35	438.58	431.88	436.05	10226.00	6156000	0	0
1991/08/29	432.32	436.32	430.61	435.37	7021.00	5520000	0	0
1991/08/30	432.65	435.30	431.34	433.77	9136.00	5408000	0	0
1991/08/31	431.92	433.87	429.04	432.92	5946.00	3006000	0	0
1991/09/02	431.03	432.86	425.82	431.79	10294.00	6344000	0	0
1991/09/03	430.07	432.61	425.48	429.33	17588.00	8263000	0	0
1991/09/04	427.41	429.25	422.24	425.99	7834.00	4893000	0	0
1991/09/05	423.20	424.37	414.21	419.58	16468.00	9961000	0	0
1991/09/06	414.52	415.45	397.67	402.50	25058.00	7749000	0	0
1991/09/07	401.35	406.93	396.52	405.75	11190.00	7145000	0	0
1991/09/09	401.57	409.76	400.38	409.76	20223.00	11944000	0	0
1991/09/10	407.04	412.64	403.32	410.44	14973.00	8841000	0	0
1991/09/11	407.98	418.12	407.05	417.53	14247.00	9483000	0	0
1991/09/12	416.57	420.12	414.44	419.04	12582.00	8225000	0	0
1991/09/13	417.66	419.53	413.40	418.51	15524.00	13497000	0	0
1991/09/14	415.77	417.43	413.17	416.84	9827.00	6650000	0	0
1991/09/16	414.03	415.56	409.68	413.86	11079.00	5222000	0	0
1991/09/17	410.99	413.87	409.40	412.51	7639.00	6119000	0	0
1991/09/18	409.97	412.49	407.84	410.99	7539.00	5805000	0	0
1991/09/19	410.21	411.44	405.32	408.18	8784.00	7064000	0	0
1991/09/20	406.91	409.21	405.38	407.54	5798.00	4868000	0	0
1991/09/21	406.75	408.71	405.10	408.13	2223.00	4021000	0	0
1991/09/23	406.77	408.43	406.34	408.43	5517.00	4424000	0	0
1991/09/24	407.38	408.02	405.43	406.96	4443.00	3274000	0	0
1991/09/25	405.78	411.97	404.84	409.03	7245.00	5012000	0	0
1991/09/26	407.03	410.62	406.10	410.32	5162.00	3117000	0	0
1991/09/27	410.34	415.96	408.82	413.78	7164.00	4543000	0	0
1991/09/28	414.39	417.20	411.89	415.48	17326.00	8807000	0	0
1991/09/29	415.25	418.02	413.68	417.37	4460.00	3031000	0	0
1991/10/03	417.56	452.45	416.63	442.05	12528.00	7830000	0	0
1991/10/04	445.18	446.24	432.71	438.35	16834.00	12044000	0	0
1991/10/05	437.56	445.31	433.01	442.25	9098.00	7346000	0	0
1991/10/07	445.51	492.51	444.58	491.26	22748.00	15720000	0	0
1991/10/08	523.29	607.01	522.00	586.49	43434.00	36845000	0	0
1991/10/09	593.66	723.53	593.66	712.85	62164.00	74736000	0	0
1991/10/10	717.04	775.17	618.95	641.41	59729.00	55938000	0	0
1991/10/11	634.40	676.18	539.87	667.99	53232.00	49823000	0	0
1991/10/12	668.66	697.84	668.66	687.20	29168.00	28065000	0	0
1991/10/14	691.93	709.01	683.86	692.00	46443.00	44653000	0	0
1991/10/15	692.89	696.09	646.55	656.81	28066.00	25372000	0	0
1991/10/16	659.20	659.50	632.30	648.78	27484.00	26230000	0	0
1991/10/17	646.93	672.98	642.69	672.13	36589.00	32639000	0	0
1991/10/18	673.64	697.23	669.15	675.86	31849.00	32701000	0	0
1991/10/19	673.67	677.04	664.51	673.82	10936.00	11547000	0	0
1991/10/21	673.17	681.39	665.44	670.90	20252.00	21955000	0	0
1991/10/22	671.54	672.47	656.15	659.23	19334.00	20178000	0	0
1991/10/23	658.18	667.23	648.67	665.87	22693.00	23377000	0	0
1991/10/24	666.11	680.14	664.82	672.97	23272.00	25201000	0	0
1991/10/25	674.29	676.89	669.27	675.11	19435.00	20569000	0	0
1991/10/26	674.86	677.76	670.91	674.57	14645.00	15786000	0	0
1991/10/28	680.83	721.57	673.92	707.92	25804.00	29911000	0	0
1991/10/29	708.25	745.30	707.67	725.95	33691.00	38326000	0	0
1991/10/30	727.45	738.45	721.87	733.70	43214.00	42670000	0	0
1991/10/31	736.81	788.95	735.63	779.81	46058.00	48285000	0	0
1991/11/01	783.42	854.63	783.42	833.80	34860.00	55593000	0	0
1991/11/02	837.84	849.40	829.53	838.70	19248.00	36469000	0	0
1991/11/04	840.56	925.97	839.92	918.11	56557.00	74690000	0	0
1991/11/05	921.24	972.63	909.35	919.05	61578.00	90363000	0	0
1991/11/06	920.76	922.04	827.08	879.20	59493.00	73516000	0	0
1991/11/07	880.78	936.83	880.01	899.59	52840.00	74262000	0	0
1991/11/08	901.81	918.49	879.55	914.82	61084.00	77393000	0	0
1991/11/09	927.84	971.32	913.72	965.26	33854.00	49992000	0	0
1991/11/12	969.51	1131.59	969.51	1122.72	62406.00	80558000	0	0
1991/11/13	1124.42	1192.05	1124.42	1149.97	58786.00	110416000	0	0
1991/11/14	1152.56	1206.31	1149.70	1186.84	49351.00	88230000	0	0
1991/11/15	1185.23	1202.38	1136.10	1142.06	48917.00	93843000	0	0
1991/11/16	1144.28	1144.41	1086.16	1111.52	37461.00	62795000	0	0
1991/11/18	1109.55	1109.55	895.86	917.60	40537.00	59338000	0	0
1991/11/19	918.13	1068.78	911.94	1065.50	40645.00	65469000	0	0
1991/11/20	1065.18	1109.49	1041.78	1062.21	35967.00	62234000	0	0
1991/11/21	1065.49	1068.11	983.85	1009.91	26582.00	41734000	0	0
1991/11/22	1011.42	1048.36	998.35	1039.52	28322.00	46723000	0	0
1991/11/23	1038.05	1046.72	1022.80	1035.89	18943.00	24413000	0	0
1991/11/25	1036.06	1037.58	978.17	994.93	22684.00	34918000	0	0
1991/11/26	997.34	997.77	921.12	929.58	32642.00	47775000	0	0
1991/11/27	931.39	978.57	917.74	975.31	30672.00	46175000	0	0
1991/11/28	976.18	996.30	931.31	936.05	31169.00	49490000	0	0
1991/11/29	932.27	935.91	867.16	899.80	29569.00	39676000	0	0
1991/11/30	901.09	903.96	875.36	881.49	17715.00	23406000	0	0
1991/12/02	881.62	887.04	852.03	873.26	32448.00	41969000	0	0
1991/12/03	871.52	918.36	865.48	909.47	21802.00	30593000	0	0
1991/12/04	912.01	929.50	902.58	911.56	21711.00	30244000	0	0
1991/12/05	912.74	913.13	869.25	879.01	10708.00	14448000	0	0
1991/12/06	880.00	897.52	868.81	893.58	16804.00	21880000	0	0
1991/12/07	894.09	908.36	887.30	902.66	8389.00	10895000	0	0
1991/12/09	902.80	916.92	896.83	911.79	21782.00	28262000	0	0
1991/12/10	910.95	924.76	908.96	922.39	20849.00	28644000	0	0
1991/12/11	924.09	929.12	910.96	916.16	15785.00	22094000	0	0
1991/12/12	915.93	915.93	891.43	900.16	12718.00	15063000	0	0
1991/12/13	894.42	894.72	871.06	879.26	30017.00	31766000	0	0
1991/12/14	876.76	892.85	874.25	890.76	14914.00	16194000	0	0
1991/12/16	890.01	902.90	882.88	898.15	17049.00	20401000	0	0
1991/12/17	900.13	903.23	885.23	890.63	13145.00	15816000	0	0
1991/12/18	890.22	894.90	881.07	891.00	12086.00	15414000	0	0
1991/12/19	891.27	891.91	882.11	887.33	12165.00	15857000	0	0
1991/12/20	887.16	892.14	879.62	886.13	12165.00	15230000	0	0
1991/12/21	887.76	891.66	881.82	888.37	7070.00	8432000	0	0
1991/12/23	887.17	901.75	885.28	898.97	14835.00	19439000	0	0
1991/12/24	899.73	968.95	895.97	962.97	37357.00	43020000	0	0
1991/12/25	962.46	992.55	950.12	959.07	29358.00	35383000	0	0
1991/12/26	958.18	959.11	921.71	930.27	23948.00	31877000	0	0
1991/12/27	930.97	946.00	925.94	944.38	22182.00	30277000	0	0
1991/12/28	941.66	967.63	939.59	965.55	13672.00	19053000	0	0
1991/12/30	967.87	970.50	947.30	953.42	15104.00	20876000	0	0
1991/12/31	953.23	966.92	950.31	963.57	10940.00	14406000	0	0
1992/01/02	966.22	973.06	958.89	964.70	18109.00	26535000	0	0
1992/01/03	965.38	969.15	957.72	962.16	18252.00	26628000	0	0
1992/01/06	960.99	976.17	958.11	973.08	23925.00	34639000	0	0
1992/01/07	972.53	990.98	968.49	986.99	33062.00	48672000	0	0
1992/01/08	984.81	992.20	968.20	979.09	24403.00	35751000	0	0
1992/01/09	983.75	988.47	973.16	982.93	12703.00	19085000	0	0
1992/01/10	983.77	987.19	976.11	985.67	10031.00	16070000	0	0
1992/01/13	986.68	986.94	973.34	976.56	10388.00	16391000	0	0
1992/01/14	976.22	977.07	958.02	962.72	9367.00	13199000	0	0
1992/01/15	963.73	968.66	949.87	954.01	28748.00	29335000	0	0
1992/01/16	953.65	953.95	929.40	937.31	12331.00	17074000	0	0
1992/01/17	935.64	947.58	917.37	945.36	11587.00	16189000	0	0
1992/01/20	945.57	965.92	943.74	958.36	17192.00	20358000	0	0
1992/01/21	958.88	964.56	945.60	949.69	8758.00	14561000	0	0
1992/01/22	947.90	953.23	938.88	946.26	15505.00	19712000	0	0
1992/01/23	947.72	956.01	942.85	952.95	13793.00	17688000	0	0
1992/01/24	953.72	967.16	950.09	962.69	14284.00	20659000	0	0
1992/01/27	960.35	963.67	951.10	955.26	19608.00	26887000	0	0
1992/01/28	957.65	960.83	954.10	959.59	13409.00	20250000	0	0
1992/01/29	959.34	976.60	957.39	970.90	14022.00	21232000	0	0
1992/01/30	971.22	988.41	969.74	983.94	13823.00	22119000	0	0
1992/01/31	987.23	1010.82	984.19	1004.75	16529.00	26621000	0	0
1992/02/01	1005.51	1017.62	998.84	1012.17	9951.00	17834000	0	0
1992/02/02	1015.18	1027.53	1009.91	1021.08	7330.00	11389000	0	0
1992/02/10	1019.89	1024.31	979.40	1003.19	9559.00	16433000	0	0
1992/02/11	1002.48	1013.29	996.08	1003.93	8472.00	15050000	0	0
1992/02/12	1004.00	1014.80	1000.77	1010.98	7183.00	12743000	0	0
1992/02/13	1012.02	1015.77	1006.37	1012.07	8245.00	15140000	0	0
1992/02/14	1011.72	1015.85	1000.54	1001.47	21828.00	30010000	0	0
1992/02/17	996.04	1000.82	981.37	989.37	18673.00	25646000	0	0
1992/02/18	988.64	990.92	975.92	982.91	21828.00	27309000	0	0
1992/02/19	983.25	987.18	978.33	984.23	12291.00	18956000	0	0
1992/02/20	982.60	1002.25	982.01	999.12	14825.00	21993000	0	0
1992/02/21	999.49	1004.40	992.99	996.05	11057.00	16636000	0	0
1992/02/24	996.08	996.08	964.35	977.73	12962.00	17309000	0	0
1992/02/25	979.06	981.10	965.19	970.43	11787.00	16355000	0	0
1992/02/26	968.86	971.63	953.58	958.41	14200.00	19052000	0	0
1992/02/27	960.67	984.31	951.86	982.70	15876.00	21223000	0	0
1992/02/28	982.24	1006.36	978.80	994.14	19811.00	25679000	0	0
1992/03/02	1020.32	1029.84	1008.86	1015.28	26131.00	34533000	0	0
1992/03/03	1017.77	1024.46	1002.58	1008.10	19240.00	27103000	0	0
1992/03/04	1011.59	1016.44	996.87	1003.68	20709.00	26409000	0	0
1992/03/05	1004.21	1014.67	1001.11	1010.38	19890.00	25828000	0	0
1992/03/06	1009.13	1016.62	999.16	1005.55	16776.00	29442000	0	0
1992/03/09	1007.66	1016.60	993.41	1002.25	21283.00	32229000	0	0
1992/03/10	1002.69	1008.17	989.67	1000.68	26088.00	29059000	0	0
1992/03/11	1001.46	1007.90	995.03	1002.84	20451.00	26379000	0	0
1992/03/12	1001.46	1010.02	997.06	1006.57	14803.00	21958000	0	0
1992/03/13	1007.74	1011.22	1000.85	1006.96	14670.00	22992000	0	0
1992/03/16	1009.92	1022.13	1001.59	1019.58	25968.00	39939000	0	0
1992/03/17	1021.03	1027.47	1016.33	1020.14	20958.00	30283000	0	0
1992/03/18	1019.37	1025.49	1015.76	1021.65	34360.00	52763000	0	0
1992/03/19	1022.77	1027.22	1013.79	1020.26	20083.00	28558000	0	0
1992/03/20	1023.69	1024.04	1006.99	1014.83	18264.00	26696000	0	0
1992/03/23	1014.22	1029.97	1008.01	1021.59	23219.00	32649000	0	0
1992/03/24	1023.21	1030.96	1017.10	1030.37	27755.00	40328000	0	0
1992/03/25	1030.49	1077.84	1027.47	1072.18	30220.00	44746000	0	0
1992/03/26	1079.52	1140.27	1076.74	1116.35	41467.00	66187000	0	0
1992/03/27	1120.81	1131.62	1100.22	1118.85	44590.00	70415000	0	0
1992/03/30	1161.59	1214.11	1127.66	1182.27	72141.00	96350000	0	0
1992/03/31	1225.11	1283.35	1211.89	1263.90	70522.00	99265000	0	0
1992/04/01	1309.68	1339.61	1289.93	1323.17	61292.00	111650000	0	0
1992/04/02	1323.99	1338.06	1295.65	1310.79	70177.00	96988000	0	0
1992/04/03	1315.87	1324.78	1275.93	1307.27	59538.00	81619000	0	0
1992/04/06	1315.41	1377.20	1307.12	1366.26	66240.00	96381000	0	0
1992/04/07	1373.51	1421.41	1357.59	1404.38	75396.00	117271000	0	0
1992/04/08	1408.61	1472.17	1390.61	1439.84	80703.00	132513000	0	0
1992/04/09	1442.06	1485.89	1420.92	1467.37	86572.00	138360992	0	0
1992/04/10	1477.76	1536.73	1464.50	1522.05	76665.00	124791000	0	0
1992/04/13	1539.30	1754.59	1538.04	1703.43	58373.00	101955000	0	0
1992/04/14	1713.25	1801.00	1693.11	1750.79	88252.00	166204000	0	0
1992/04/15	1757.98	1785.79	1608.24	1652.12	96823.00	171342000	0	0
1992/04/16	1656.55	1753.16	1643.80	1732.38	92058.00	165616992	0	0
1992/04/17	1740.67	1759.06	1683.74	1707.48	64156.00	133571000	0	0
1992/04/20	1713.59	1727.58	1646.85	1673.75	65125.00	107699000	0	0
1992/04/21	1684.87	1695.95	1635.64	1670.08	83559.00	130136000	0	0
1992/04/22	1677.41	1774.39	1661.23	1753.75	97859.00	158006000	0	0
1992/04/23	1778.76	1844.64	1775.59	1823.74	98548.00	174412992	0	0
1992/04/24	1834.53	1881.63	1817.49	1856.10	107098.00	193300992	0	0
1992/04/27	1867.08	1898.27	1801.21	1836.15	81979.00	153587008	0	0
1992/04/28	1840.84	1868.45	1805.96	1853.66	107540.00	176324992	0	0
1992/04/29	1886.38	1932.47	1863.91	1914.56	130230.00	214247008	0	0
1992/04/30	1921.23	2018.58	1908.63	1997.04	104241.00	194960000	0	0
1992/05/03	2008.18	2132.46	2002.49	2081.07	80062.00	177051008	0	0
1992/05/04	2092.23	2180.66	2068.70	2163.48	109920.00	212816992	0	0
1992/05/05	2172.02	2336.66	2158.20	2312.03	107584.00	241367008	0	0
1992/05/06	2321.35	2462.08	2243.62	2298.30	133557.00	288321984	0	0
1992/05/07	2321.86	2336.32	2137.02	2228.78	133557.00	288321984	0	0
1992/05/08	2239.87	2315.99	2181.96	2220.07	112458.00	268723008	0	0
1992/05/11	2234.62	2305.55	2159.00	2294.25	109391.00	234068992	0	0
1992/05/12	2305.39	2458.63	2298.88	2427.12	123865.00	291200992	0	0
1992/05/13	2443.46	2510.63	2403.47	2452.87	143098.00	339665984	0	0
1992/05/14	2467.10	2495.21	2377.09	2458.30	124609.00	287742016	0	0
1992/05/15	2467.20	2537.31	2423.37	2511.75	122581.00	283929984	0	0
1992/05/18	2542.48	2620.51	2490.58	2590.96	124986.00	303768992	0	0
1992/05/19	2629.81	2773.12	2589.62	2725.05	145154.00	374190016	0	0
1992/05/20	2747.73	2837.14	2645.28	2661.33	134599.00	371300992	0	0
1992/05/21	2663.00	2709.87	2542.81	2678.38	110877.00	281639008	0	0
1992/05/22	2686.05	2729.62	2626.12	2679.22	127109.00	332152992	0	0
1992/05/25	2696.22	2768.86	2656.21	2753.40	137937.00	373047008	0	0
1992/05/26	2769.75	2853.16	2748.80	2828.99	132336.00	363295008	0	0
1992/05/27	2846.39	2900.50	2799.46	2832.33	107408.00	306172000	0	0
1992/05/28	2837.10	2843.52	2733.12	2783.89	98823.00	281008000	0	0
1992/05/29	2783.62	2795.36	2707.87	2766.85	94702.00	270078016	0	0
1992/06/01	2777.98	2861.49	2754.24	2792.75	113604.00	334108992	0	0
1992/06/02	2800.24	2800.88	2667.95	2718.53	90595.00	260811008	0	0
1992/06/03	2724.02	2726.31	2496.36	2516.61	77915.00	207804992	0	0
1992/06/04	2486.12	2569.80	2288.36	2536.52	144821.00	352560000	0	0
1992/06/05	2544.84	2626.63	2509.78	2557.03	127977.00	353396992	0	0
1992/06/08	2577.87	2594.62	2439.25	2514.54	91172.00	229128000	0	0
1992/06/09	2517.37	2524.83	2347.33	2381.33	66561.00	156295008	0	0
1992/06/10	2371.88	2437.03	2296.10	2408.27	82655.00	196060992	0	0
1992/06/11	2414.76	2429.62	2340.05	2367.29	64825.00	155888000	0	0
1992/06/12	2369.58	2401.61	2320.87	2389.57	78788.00	188910000	0	0
1992/06/15	2390.80	2399.79	2275.76	2282.62	62248.00	145596000	0	0
1992/06/16	2265.04	2269.13	2095.55	2121.06	104277.00	203040000	0	0
1992/06/17	2136.29	2367.99	2060.80	2342.54	113244.00	226095008	0	0
1992/06/18	2367.01	2441.56	2231.87	2283.36	163486.00	350796992	0	0
1992/06/19	2277.62	2318.95	2191.48	2283.45	94939.00	203075008	0	0
1992/06/22	2278.25	2278.25	2142.53	2177.59	74442.00	161584000	0	0
1992/06/23	2169.45	2236.34	2126.62	2219.03	67568.00	143475008	0	0
1992/06/24	2219.37	2232.30	2155.97	2195.26	60549.00	135372000	0	0
1992/06/25	2194.47	2239.55	2176.57	2225.98	70852.00	142107008	0	0
1992/06/26	2254.08	2347.88	2247.87	2331.48	118972.00	255384992	0	0
1992/06/29	2351.98	2569.22	2347.88	2528.01	157699.00	366969984	0	0
1992/06/30	2545.12	2654.74	2539.37	2631.82	184685.00	46247000	0	0
1992/07/01	2637.37	2652.37	2492.87	2522.62	168914.00	432193984	0	0
1992/07/02	2500.07	2531.14	2425.51	2500.15	119732.00	297568000	0	0
1992/07/03	2490.78	2550.83	2474.07	2537.49	124733.00	311465984	0	0
1992/07/06	2549.54	2611.86	2461.09	2500.87	138060.00	355625984	0	0
1992/07/07	2501.12	2546.99	2450.35	2510.04	78585.00	198038000	0	0
1992/07/08	2510.73	2543.95	2485.82	2516.70	68699.00	163659008	0	0
1992/07/09	2511.75	2513.51	2462.77	2475.60	83197.00	214468992	0	0
1992/07/10	2464.56	2474.39	2408.87	2460.05	76002.00	190591008	0	0
1992/07/13	2448.10	2520.34	2424.48	2512.72	77500.00	197522000	0	0
1992/07/14	2524.37	2566.15	2506.87	2530.13	90689.00	229588992	0	0
1992/07/15	2530.98	2538.32	2499.01	2517.49	48617.00	123795000	0	0
1992/07/16	2512.21	2562.23	2506.12	2559.20	67525.00	176580992	0	0
1992/07/17	2568.98	2618.05	2558.91	2613.34	118243.00	311697984	0	0
1992/07/20	2623.48	2744.73	2620.89	2725.80	141200.00	381475008	0	0
1992/07/21	2737.60	2758.96	2677.28	2699.46	122429.00	345028992	0	0
1992/07/22	2689.37	2718.36	2659.01	2707.66	88181.00	251055008	0	0
1992/07/23	2703.46	2764.37	2691.25	2758.12	103652.00	290308000	0	0
1992/07/24	2763.84	2796.39	2752.56	2782.97	120363.00	342150016	0	0
1992/07/27	2793.79	2884.77	2788.53	2875.12	119213.00	336412992	0	0
1992/07/28	2881.81	2894.87	2799.70	2814.87	104848.00	303124000	0	0
